stop_lat,stop_lon,stop_id,parent_station,stop_name,location_type
12.1654324,-86.3626847,node/3230468202,relation/6472893,La Palmera,0
12.09889425,-86.22709045,relation/6473475,,Terminal 165,1
12.1382351,-86.3045296,node/3230468200,relation/6472222,Aldea SOS,0
12.11698745,-86.19162355,relation/6473477,,Terminal 167,1
12.0753636,-86.229419,node/3951162759,relation/6472360,Casa España,0
12.1324622,-86.3138824,node/3230468207,relation/6472919,Las Piedrecitas,0
12.1664081,-86.3474123,node/3230468204,,Bomberos Ciudad Sandino,0
12.10081895,-86.2221835,relation/6473473,,Terminal 164,1
12.1280239,-86.2971943,node/2490583762,relation/6472217,Alcaldía de Managua,0
12.1589253,-86.3717996,node/3230468209,relation/6472463,Colegio Nueva Vida,0
12.1056418,-86.230698,relation/6473478,,Terminal 169,1
12.147168,-86.2823108,node/7553970893,,Semáforo CST,0
12.1258857,-86.2967679,node/7553970891,,INATEC,0
12.1290775,-86.2340031,node/7553970897,,Colonia Nicarao,0
12.1491424,-86.2954814,node/3240370461,,American Boutique,0
12.1498866,-86.2743748,node/7553970895,,Avenida Bolívar,0
12.1143523,-86.2321461,node/7553970898,,Pulpería Latina,0
12.1574575,-86.28678255,relation/6473054,,Palí Santa Ana,1
12.0968156,-86.2074966,node/2489005384,relation/6472349,Campo de béisbol Las Jagüitas,0
12.16579525,-86.3558075,relation/6473050,,Palí CIudad Sandino,1
12.126379,-86.2749418501,relation/6473051,,Barrio Argentina,1
12.1535747,-86.3492392,relation/6472587,,El Cruce de Reyes,1
12.0790152,-86.2567915,relation/6473502,,Terminal San Isidro,1
12.1315859,-86.21727775,relation/6472583,,El Contil,1
12.1023317,-86.2185805999,relation/6472581,,Parque Los Chilamates,1
12.1167555,-86.2966204999,relation/6472580,,El Ceibo,1
12.0983219,-86.2416236501,relation/6473184,,KM 8 Carretera Masaya / Primera entrada a Las Colinas,1
12.1209132501,-86.22511395,relation/6473185,,Primero de Mayo,1
12.1273278501,-86.2034053003,relation/6473181,,Predio Mayoreo,1
12.1296184501,-86.2973813501,relation/6472455,,Colegio Madre del Divino Pastor,1
12.12832715,-86.25146965,relation/6472454,,Colegio Luis Alfonso Velásquez,1
12.1372355,-86.2166797,node/3227474906,relation/6473314,Rafaela Herrera,0
12.1376818,-86.2166559,node/3227474907,relation/6473314,Rafaela Herrera,0
12.1593462,-86.1879581,relation/6472451,,Colegio Las Américas,1
12.1308274,-86.2614086,node/3227474901,relation/6473149,Plaza El Sol,0
12.1175347,-86.2500154,node/3227474902,,Centro Comercial Managua,0
12.128876,-86.2219243,node/3227474903,relation/4263957,Plaza La Sabana,0
12.1757566,-86.3587016,node/3874022006,relation/6472827,Iglesia Morava Ciudad Sandino,0
12.1757629,-86.3586004,node/3874022007,relation/6472827,Iglesia Morava Ciudad Sandino,0
12.152205,-86.2831289,node/3217862873,relation/6472973,MTI,0
12.1530176,-86.282687,node/3217862871,,Antiguo Estadio Nacional Norte,0
12.1516988,-86.3091274,node/3217862877,relation/6472982,Manuel Olivares,0
12.1227914,-86.2430506,node/3217862874,relation/6472993,Mercado Huembes Sureste,0
12.1388383001,-86.2465158999,relation/6473387,,Semáforo El Paraisito,1
12.1262267,-86.241175,node/3217862879,relation/6473085,Parque Don Bosco (Mercado Huembes),0
12.1496143,-86.2883143,node/3705789678,,Taller Automotriz,0
12.07397925,-86.196801925,relation/6472635,,Colegio Pablo Antonio Cuadra,1
12.1256611,-86.2965466001,relation/6472636,,El Zumen Norte,1
12.13276585,-86.25255435,relation/6472631,,El Riguero,1
12.1441911501,-86.26692175,relation/6472630,,El Redentor,1
12.1441948503,-86.3045466756,relation/6472633,,El Seminario,1
12.1447540501,-86.3488659,relation/6472639,,El parque de Villa Soberana,1
12.1516904,-86.1862831,node/4333697510,relation/6472375,Cayetana Alberta,0
12.1026105,-86.2737374,node/5516535724,relation/6473264,Pulpería La Rojita,0
12.1024748,-86.2737619,node/5516535721,relation/6473264,Pulpería La Rojita,0
12.1470419,-86.2580418,node/5516535723,,Tienda Power 099,0
12.105589,-86.2723872,node/5516535722,relation/6472654,Entrada Miguel Bonilla,0
12.1758655,-86.3624354,node/5512883819,,Claro,0
12.19287,-86.3649024,node/3876874085,relation/6472940,Los Brasiles,0
12.1917607,-86.3686425,node/3876874080,relation/6472938,Los Brasiles Entrada,0
12.192769,-86.3647544,node/3876874083,relation/6472940,Los Brasiles,0
12.1918638,-86.3686364,node/3876874082,relation/6472938,Los Brasiles Entrada,0
12.1210556,-86.2312724,node/2462431914,relation/6472817,Iglesia Inmaculada Concepción,0
12.1519173,-86.257586,node/3327879207,,Vidriera,0
12.1530847,-86.2545077,node/3327879206,relation/6473304,Llantera Centroamericana,0
12.1296126,-86.2954226,node/2490583600,,Colegio Madre del Divino Pastor,0
12.1362928,-86.2583862,node/2948372902,,Clínica María Auxiliadora,0
12.1064261,-86.2978446,node/2315496198,,San Judas,0
12.1018909,-86.2917504,node/3707305081,relation/6472345,Camino a San Isidro de Bolas,0
12.1514905,-86.2240748,node/6537696918,,Universidad Central de Nicaragua,0
12.1424451,-86.2577282,node/3217862658,,El Cruce,0
12.1532056,-86.2740495,node/3217862652,relation/6472355,Cancillería,0
12.1308702,-86.2747835,node/4339476408,relation/6473586,Vivero,0
12.1572706,-86.2819083,node/3217862656,relation/6473363,Santa Ana,0
12.1524316,-86.2877626,node/3217862654,,Delicias del Volga,0
12.1580649,-86.2992548,node/3217862655,relation/6473439,Talleres Pellas,0
12.123483,-86.2092457,node/2475807984,relation/6472977,Madre de Dios Este,0
12.0905149,-86.1978495,node/4062504450,relation/6473325,Residencial Mayales,0
12.0905804,-86.1977974,node/4062504451,relation/6473325,Residencial Mayales,0
12.1350299,-86.2392922,node/3707305086,relation/6473267,Pulpería Machado,0
12.1607137,-86.3659328,node/7852133280,,Cancha de Nueva Vida,0
12.1325847,-86.2198611,node/3178298661,relation/6472325,C.D.I. Sol de Libertad,0
12.1569176,-86.2291481,node/3237278848,relation/6472985,Colegio Público Santa Clara,0
12.1576316,-86.2892268,node/3237278842,relation/6472840,Iglesia Santa Ana Norte,0
12.1502664,-86.2974894,node/3237278844,,Impresiones Universales,0
12.1454084,-86.2241472,node/3237278845,,La Unión Larreynaga,0
12.1451565,-86.2184214,node/6532390971,,Farmacia Jazmín,0
12.1237052,-86.3060698,node/7548562505,,Hospital Fernando Vélez Páiz,0
12.1422411,-86.2376928,node/3286646379,relation/6472811,Óptica Cristal,0
12.1417201,-86.2540433,node/7651448092,,Ciudad Jardín,0
12.1487868,-86.2025283,node/2316371264,relation/6472650,Entrada Barrio Hugo Chávez,0
12.1616145,-86.1882733,node/3725622873,relation/6472354,Cancha Benito Escobar,0
12.1290578,-86.2201517,node/2267780696,relation/6472277,Barrio Américas 1,0
12.1593533,-86.187888,node/3725622876,relation/6472451,Colegio Las Américas,0
12.1623868,-86.1891298,node/3725622877,relation/6473459,Villa José Benito Escobar,0
12.161627,-86.1882191,node/3725622874,relation/6472354,Cancha Benito Escobar,0
12.1593391,-86.1880282,node/3725622875,relation/6472451,Colegio Las Américas,0
12.15185,-86.2490896,relation/6473551,,Universidad de las Américas,1
12.1504636,-86.3455779,node/3876761710,relation/6473229,Pulpería Ebenezer,0
12.1090411,-86.2285695,node/7639952028,,Salomón Moreno,0
12.1509209,-86.2260083,node/2955353883,,Nabisco,0
12.19181225,-86.36863945,relation/6472938,,Los Brasiles Entrada,1
12.15264585,-86.258703,relation/6472935,,Llantera Vargas,1
12.15153385,-86.304557,relation/6472933,,Linda Vista Sur,1
12.117949,-86.2387155,node/7639952026,,Palí La Fuente,0
12.1119483,-86.231651,node/2496956013,,Pulpería Jonathan,0
12.17824855,-86.35825505,relation/6473612,,Zona 11 Norte,1
12.1519701,-86.2587437,node/7340800014,relation/6472579,El Calvario,0
12.0722229,-86.1975694,node/2489005431,relation/6473486,Terminal 262,0
12.15076735,-86.24940265,relation/6472803,,Uno Hospital Solidaridad,1
12.1388959,-86.30006105,relation/6472806,,INVUR,1
12.1034096,-86.23308115,relation/6472808,,Iglesia Adventista,1
12.1511591503,-86.2308756497,relation/6472809,,Iglesia Adventista Carretera Norte,1
12.140054,-86.2140808,node/7716318630,,Semáforos San Jacinto,0
12.1359503,-86.242016,node/3696093639,relation/6473372,Sastrería Estilo y La Moda,0
12.1327495,-86.2421555,node/3696093638,relation/6472923,Leche Agria 10 de Junio,0
12.1496428,-86.2119945,node/3303390735,,ESCASAN,0
12.137001,-86.2703328,node/7009904079,,Tiscapa Sur,0
12.1359322,-86.2460253,node/3216611251,relation/6472707,Farmacia Cáceres,0
12.1489036,-86.1577357,node/3299544140,relation/6473598,Zona Franca Las Mercedes,0
12.1121657,-86.1969483,node/3645200578,,Ferretería La Bendición,0
12.1117045,-86.234195,node/3216611257,relation/6472775,Germán Pomares,0
12.153062,-86.1991373,node/3738814414,relation/6474755,Colegio Camilo Zapata,0
12.1116664,-86.234288,node/3216611255,relation/6472775,Germán Pomares,0
12.114744,-86.2362448,node/3216611254,relation/6472252,Avenida Isidro Centeno López,0
12.13998625,-86.3476357,relation/6473467,,Terminal 125,1
12.1475934,-86.1938861,node/7686368634,,La Subasta,0
12.13688505,-86.2091717,relation/6473465,,Terminal 119,1
12.1351126,-86.1982629,node/7686368636,,Polanco,0
12.1098632,-86.2338869,node/7686368631,,Maderería,0
12.16884415,-86.36512595,relation/6473461,,Terminal 115,1
12.1468025,-86.1828545,node/7686368632,,El Anexo,0
12.1098672,-86.2338372,node/7686368638,,Maderería,0
12.1473625,-86.2642173,relation/6473469,,Terminal de Retorno 133,1
12.16338305,-86.36595895,relation/6473468,,Terminal 133,1
12.1585303,-86.293063,relation/6473261,,Pulpería La Providencia,1
12.10254265,-86.27374965,relation/6473264,,Pulpería La Rojita,1
12.1398265,-86.240294,node/7553970886,,El Recreo,0
12.1454413,-86.2645881,node/7553970888,,Pulpería Chu Chu,0
12.1358833,-86.24601465,relation/6472707,,Farmacia Cáceres,1
12.1440222,-86.2139542,node/3694650308,relation/6473597,Zona Franca Dasol,0
12.148156,-86.1987594,node/2316379926,relation/6472902,La Rocargo,0
12.1395677,-86.208643,node/3694650306,relation/6472987,Maxi Palí Larreynaga,0
12.1404663,-86.2132235,node/3694650307,,Pulpería Doña Fran,0
12.11786565,-86.23828925,relation/6473048,,Palí La Fuente,1
12.1552551,-86.18882155,relation/6473519,,Transagro,1
12.1481989,-86.2274584,node/3707305085,relation/6473122,Peluquería Leysi,0
12.13904965,-86.2566675,relation/6473040,,PMS Construcciones,1
12.15666835,-86.3705578,relation/6473511,,Terminal 113,1
12.1616332,-86.34696765,relation/6473517,,Toño Negro,1
12.1260483,-86.20486515,relation/6473044,,Palí - Las Américas,1
12.15357595,-86.30091565,relation/6473515,,Tortillería Alicia,1
12.1515081,-86.18917105,relation/6473046,,Palí Las Mercedes,1
12.1513892,-86.2312561,node/3303390739,relation/6472809,Iglesia Adventista Carretera Norte,0
12.1276871,-86.2149274,node/3271335661,relation/6473390,Semáforos Sandak,0
12.13218655,-86.340208,relation/6473197,,Puente Mostatepe,1
12.15512685,-86.2941572,relation/6473196,,Puente León,1
12.1550965,-86.21694485,relation/6473193,,Puente La Toña,1
12.15599995,-86.2222517,relation/6473191,,Puente La Primavera,1
12.12004265,-86.3142482,relation/6473190,,Puente Frawley,1
12.1401682,-86.246848,node/3227474931,,Puente El Paraisito,0
12.1230413,-86.3082028,node/3227474930,relation/10384780,Contraloría General de la República,0
12.0888252,-86.3094923,node/7624214282,,Terminal Camilo Ortega,0
12.13962235,-86.21099135,relation/6473199,,Puente San Jacinto,1
12.1286929,-86.2221958,node/7716318636,,Entrada Primero de Mayo,0
12.1412239,-86.3477268,relation/6472339,,Calle 12,1
12.1165549002,-86.2582438997,relation/6472484,,Colegio Teresiano,1
12.1371147,-86.2659591,relation/6472483,,Colegio Simón Bolívar,1
12.13427535,-86.23412205,relation/6472481,,Colegio San Rafael,1
12.15493015,-86.19487725,relation/6472334,,Café Soluble,1
12.1236608,-86.2136844,relation/6472489,,Colegio Villa Venezuela Sur,1
12.1590107,-86.3389349,node/7659931815,,Colgate - Palmolive,0
12.1649115,-86.3484997,node/7659931817,,Plaza Padre Miguel,0
12.1692684,-86.3432745,node/7644921530,,Entrada Ciudad Sandino,0
12.1385025,-86.2538242,node/3216618797,relation/6472953,Los Paisas,0
12.152572,-86.2621449,node/3277763402,relation/6473291,Pulpería San José,0
12.1327649,-86.2525094,node/3277763401,relation/6472631,El Riguero,0
12.1140289,-86.2388717,node/3277763400,relation/6473239,Sorbetería Córdoba,0
12.1350928,-86.2822976,node/2462431929,relation/6473152,Plaza España Norte,0
12.1592072,-86.2780385,node/3188734624,relation/6473361,San Sebastián,0
12.1438887,-86.2594812,node/7141980142,,Comercial Vega,0
12.1392637,-86.2091571,node/3699059199,relation/6472987,Maxi Palí Larreynaga,0
12.1363837,-86.2015581,node/3699059198,,Gerald Repuestos,0
12.1242358,-86.21554845,relation/6472487,,Colegio Villa Venezuela Oeste,1
12.1653053,-86.3626807,node/3873926353,relation/6472893,La Palmera,0
12.1628018,-86.3555096,node/3873926354,relation/6472865,Juzgados Ciudad Sandino,0
12.1653283,-86.3577935,node/3873926355,relation/6472991,Mercadito (Ciudad Sandino),0
12.1666246,-86.3466762,node/3873926356,relation/6473359,San Benito,0
12.13278485,-86.24205055,relation/6472923,,Leche Agria 10 de Junio,1
12.1456223,-86.2496603,node/3286646368,relation/6473548,Uniformes Nicky,0
12.1487965,-86.3106453,relation/6472926,,Hospital Lenín Fonseca,1
12.1341975,-86.233962,node/3286646364,relation/6472481,Clínica Don Bosco,0
12.1360047,-86.23830395,relation/6472928,,Barrio Meneses,1
12.1311543,-86.233114,node/3286646366,relation/6473413,Sucursal Rubenia - DISSUR,0
12.150103,-86.297397,node/3286646367,,Farmacia Bravo,0
12.1433199,-86.2968666,node/3286646361,,Accesa,0
12.1483002,-86.2532429,node/3286646362,,Barrio Los Ángeles,0
12.1545552,-86.2689065,node/3286646363,,Cine Margot,0
12.1364118,-86.2011647,node/3694443321,,Autos Flores,0
12.1047087,-86.228711,node/3707031582,relation/6473499,Terminal Reparto Schick,0
12.1153965,-86.2026603,node/7568695291,,Villa Libertad,0
12.1458438,-86.1761416,node/7545633019,,Aduana,0
12.1280715,-86.2153897,node/7568695295,,Farmacia Anita,0
12.1170871,-86.1882348,node/3285056533,,Agencia Esso,0
12.1210258,-86.23130235,relation/6472817,,Iglesia Inmaculada Concepción,1
12.14224415,-86.2377464,relation/6472811,,Iglesia Carmen de Santidad,1
12.089222,-86.19547295,relation/6472813,,Iglesia Católica,1
12.1577487,-86.1499058,node/7545633013,,Terminal Primero de Mayo,0
12.1460791,-86.3048997,node/3237278981,relation/6473549,Universidad Paulo Freire,0
12.1694402,-86.35887265,relation/6472818,,Iglesia Las Puertas del Cielo,1
12.0992271,-86.2984719,node/3250355393,relation/6473307,Quinta Santa Martha,0
12.0979593,-86.2994105,node/3250355392,relation/6473293,Pulpería Telma,0
12.1014935,-86.298345,node/3250355391,,Pulpería Manuel,0
12.1129505,-86.2969105,node/3250355390,,Pulpería Esperanza,0
12.1264817,-86.2917794,node/3250355395,,Sporgym,0
12.1342662,-86.2890049,node/3250355394,,Repuestos Jarquín,0
12.1512955,-86.2238582,node/3237278982,relation/6473411,Sucursal Norte - DISSUR,0
12.11305955,-86.20352965,relation/6473463,,Terminal 116,1
12.1260649,-86.2882322,node/3227474886,,Julio Martínez,0
12.11490275,-86.28297035,relation/6473329,,Rosa de Saron,1
12.162427,-86.18912535,relation/6473459,,Villa José Benito Escobar,1
12.15522945,-86.1841284,relation/6473451,,Terminal 105,1
12.09054765,-86.19782345,relation/6473325,,Residencial Mayales,1
12.1241096,-86.1987941,node/3306673904,relation/6472664,Entrada Sur a Laureles Norte,0
12.14287905,-86.2098153,relation/6473217,,Pulpería Amanda,1
12.1241013,-86.1986899,node/3306788917,relation/6472664,Entrada Sur a Laureles Norte,0
12.1143176,-86.2935711,node/3306788916,relation/6472472,Escuela Melania Morales,0
12.1162506,-86.2939159,node/3306788915,relation/6472398,Entrada Barrio El Pilar,0
12.1375548,-86.2987853,node/3306788914,,Cemex 150 mts al Norte,0
12.1238922,-86.2936472,node/3306788913,relation/6472293,Barrio el Pilar,0
12.1124053,-86.2910494,node/3306788912,relation/6472283,Barrio Franciso de Asís,0
12.152277,-86.2549823,node/6707697945,,Casa de Empeño Prisa,0
12.1451919,-86.3001477,node/3306788919,relation/6472291,Reparto Miraflores,0
12.1492573,-86.2821316,node/3306788918,,Antiguo Estadio Nacional Sur,0
12.09405675,-86.24644795,relation/6473035,,Notre Dame,1
12.1177084,-86.1960253,relation/6473037,,Omar Téllez Sánchez,1
12.15425935,-86.3341285,relation/6473522,,Parada sin nombre,1
12.1384101,-86.2292258,relation/6473032,,Multicentro Sur,1
12.1255199,-86.2037873,node/3286898992,relation/6472478,Colegio San Ignacio de Loyola,0
12.1388206,-86.2324018,node/3705552207,relation/6472609,Bello Horizonte Sur,0
12.1512421,-86.2973488,node/3705552206,relation/6472257,Avenida de las Milicias,0
12.1169939,-86.1916932,node/3286898993,relation/6473477,Terminal 167,0
12.1483557,-86.2962752,node/3705552209,relation/6473103,Parque Mennen,0
12.1400876,-86.2333988,node/3705552208,relation/6472319,Boulevard Bello Horizonte,0
12.1391468,-86.2067987,node/3227474924,,Villa Fraternidad,0
12.140289,-86.2995763,node/3227474922,relation/6473530,UCEM,0
12.1266496,-86.311842,node/3227474923,,Donde era el Hospital Vélez Páiz,0
12.1257625,-86.2726892,node/3227474920,relation/6473527,UCA,0
12.1268021,-86.2715981,node/3227474921,relation/6473527,UCA,0
12.1482146,-86.23729775,relation/6472499,,Colonial Norte,1
12.12973005,-86.2278117,relation/6472498,,Colonia Rubenia,1
12.1400022,-86.21019295,relation/6472329,,Cafetín Coco,1
12.15975795,-86.28747745,relation/6473143,,Plantel Central,1
12.14554615,-86.2893616501,relation/6472323,,Budget,1
12.1309278,-86.26146925,relation/6473149,,Plaza El Sol,1
12.1296274,-86.2530834,relation/6472493,,Colonia Máximo Jerez,1
12.1571374,-86.2346039,node/3237278968,relation/6473255,Pulpería La Chontaleña,0
12.1325857,-86.21979145,relation/6472325,,C.D.I. Sol de Libertad,1
12.0989292,-86.2271179,node/1933089347,relation/6473475,Terminal 165,0
12.1540454,-86.226704,node/3237278966,relation/6473243,Barrio Selim Shible,0
12.153018,-86.2494429,node/3237278961,,Provinco,0
12.1418043,-86.2456354,node/2490583745,relation/6472271,Bar Neptuno,0
12.1716702,-86.358231,node/3876874068,relation/6473610,[Parada sin nombre],0
12.08095205,-86.25980635,relation/6593167,,Mini Agencia Ponce,1
12.08550305,-86.26194785,relation/6593166,,Iglesia San Isidro,1
12.1567767,-86.2298635,node/3240370483,relation/6472985,Materiales de Construcción Santa Clara,0
12.149564,-86.3369112,node/7848132701,,Entrada a Bello Amanecer,0
12.1262718,-86.2989939,node/2490583755,,INATEC,0
12.1453802,-86.2536353,node/2490583752,relation/6473417,Semáforos de Ciudad Jardín,0
12.1554444,-86.2829864,node/7852133269,,UNO Santa Ana,0
12.1538282,-86.3325244,node/7852133265,,Ultramar,0
12.1557049,-86.2899182,node/7852133266,,Asados El Novillo,0
12.165573,-86.3570861,node/3230617597,relation/6472219,Alcaldía de Ciudad Sandino,0
12.1359412,-86.2418929,node/3694452887,relation/6473372,Sastrería Estilo y La Moda,0
12.1402755,-86.2413915,node/3694452886,,Pulpería Jireh,0
12.1407434,-86.2829349,node/3694452885,relation/6472352,Canal 2,0
12.1231746,-86.3080755501,relation/10384780,,Contraloría General de la República,1
12.1310282,-86.2615299,node/2519106868,relation/6473149,Plaza El Sol,0
12.1153396,-86.2328068,node/2496955989,relation/6473589,Vuelta II,0
12.0833596,-86.1919972,node/2496955988,relation/6472844,Iglesia Solo Cristo Salva,0
12.1484902,-86.2760521,node/2496955986,relation/6473076,INSS,0
12.1486651,-86.2783126,node/2496955984,relation/6472507,Comedor Getsemani,0
12.1409707,-86.2418915,node/2496955983,,Plaza El Edén,0
12.1366117,-86.3458065,node/3870181965,relation/6473587,Vuela Rey de Reyes,0
12.1362455,-86.2894713,node/2496955981,relation/6472828,Templo Mormón Altagracia,0
12.0967278,-86.207579,node/2496955980,relation/6472349,Campo de béisbol Las Jagüitas,0
12.1046022,-86.2476662,node/2463262630,relation/6472762,Galerías Santo Domingo Este,0
12.15264945,-86.2679955,relation/6473126,,Petronic,1
12.14173135,-86.19556755,relation/6472955,,Los Rieles,1
12.0696187,-86.20972395,relation/6472957,,Los Robles,1
12.1670835,-86.3595734,relation/6472950,,Los Masayas,1
12.1385409,-86.25381335,relation/6472953,,Los Paisas,1
12.138494,-86.3018705,node/7047301822,relation/6473400,Sitel,0
12.1567711,-86.2292923001,relation/10411285,,Colegio Público Santa Clara,1
12.1127205,-86.25718465,relation/6472959,,Lotería,1
12.10178005,-86.29168915,relation/6472345,,Camino a San Isidro de Bolas,1
12.1566246,-86.2294365,node/7170225608,relation/10411285,Colegio Público Santa Clara,0
12.106103,-86.3095152,relation/6472346,,Campo de Béisbol,1
12.1606624,-86.34841,node/3870182056,relation/6472187,15 de Julio,0
12.1607838,-86.3484723,node/3870182057,relation/6472187,15 de Julio,0
12.1459034,-86.2347273,node/2500129843,relation/6473331,Rotonda Bello Horizonte Oeste,0
12.114643,-86.2539701,node/3452608679,relation/6472625,El Quetzal,0
12.1325867,-86.2197218,node/3452608678,relation/6472325,C.D.I. Sol de Libertad,0
12.1215558,-86.2159214,node/3301308679,relation/6473061,Panadería San José,0
12.1393193,-86.293648,node/3452608677,relation/6472211,Agroalfa,0
12.1162329,-86.2167771,node/3301308678,relation/6473059,Panadería Maritza Lucía,0
12.1492696,-86.3488219,node/3870181958,relation/6472941,Los Cocos,0
12.1493612,-86.2130197,node/2323511396,,AGCO,0
12.1127932,-86.2034015,node/7568695287,,Leche Agria La Vaquerita,0
12.1136528,-86.2033264,node/7568695288,,Ferretería Klary,0
12.1123503,-86.2917368,node/3306673899,relation/6472283,Barrio Franciso de Asís,0
12.1029296,-86.2984645,node/3735486698,relation/6473258,Pulpería La Esquinita,0
12.1329838,-86.1995644,node/2865556803,relation/6473379,Semáforos Mayoreo,0
12.1417045,-86.195512,node/3301308676,relation/6472955,Los Rieles,0
12.1222376,-86.2959302,node/3735486697,,Avenida Roberto Vargas,0
12.1449302,-86.167356,node/3301308672,,INAC,0
12.0964248,-86.3028434,node/3250355380,relation/6472900,La Parrilla,0
12.1299884,-86.2904115,node/3250355381,relation/6472299,Colegio Benjamín Zeledón,0
12.1165925,-86.2965145,node/3250355382,relation/6472580,El Ceibo,0
12.1367854,-86.2874578,node/3250355383,,El Recreo,0
12.0986958,-86.3022526,node/3250355384,relation/6472714,Farmacia El Maestro,0
12.1093694,-86.2972945,node/3250355385,,Farmacia López Vargas,0
12.1401828,-86.2677088,node/3250355386,relation/6473017,Mirador Tiscapa,0
12.1061009,-86.2976686,node/3250355387,,Palí San Judas,0
12.1348479,-86.2822887,node/3250355388,relation/6473152,Plaza España Norte,0
12.1650754,-86.2941615,node/7867259731,,Terminal Huellas de Acahualinca,0
12.1424572,-86.2511905,node/7867259737,,Clínica Santamaría,0
12.125748,-86.2455431,node/7867259734,,Policía de Tránsito,0
12.1379424,-86.2390233,node/7867259735,,Mercado El Periférico,0
12.1390323,-86.2089538,node/7447600828,relation/6472665,Entrada Villa Fraternidad,0
12.1148809,-86.1971226,node/3285056539,,Pulpería La Bodeguita,0
12.152309,-86.2898576,node/3240370260,relation/6472214,Agrosa,0
12.1272342,-86.2093242,node/2500129934,relation/6472445,Colegio Inmaculada Concepción,0
12.1531006,-86.1854508,node/2316394910,relation/6473026,Modesto Armijo,0
12.1267478,-86.2064952,node/2865556792,,El Madroño,0
12.1417388,-86.220892,node/3248184367,relation/6472603,El Manguito,0
12.1472146,-86.2439925,node/3248184366,relation/6472243,Auto Servicios Pacheco,0
12.1417471,-86.2186669,node/3248184369,,Colonia Rubén Darío,0
12.1505434,-86.2461514,node/3248184368,relation/6472328,CECNA,0
12.1164776,-86.2829329,relation/6473449,,Hialeah,1
12.1446405,-86.2338052001,relation/6473333,,Rotonda Bello Horizonte Sur,1
12.0766092,-86.2221009,node/7529503759,,Plaza Once,0
12.1459872,-86.23467375,relation/6473331,,Rotonda Bello Horizonte Oeste,1
12.09010285,-86.2342010001,relation/6473446,,KM 9 Carretera Masaya / Tercera entrada a Santo Domingo,1
12.127005,-86.2821509999,relation/6473336,,Rotonda El Periodista,1
12.1342269,-86.2579184999,relation/6473335,,Rotonda Cristo Rey,1
12.152514,-86.1890208,node/3303390743,,Trigo Dorado,0
12.1034053,-86.2967608,node/3707325061,relation/6473233,Pulpería El Bulky,0
12.11064245,-86.2378754,relation/6473205,,Puesto Médico Buitrago,1
12.1665805,-86.36072175,relation/6473202,,Puente de la Zona#5,1
12.0960957,-86.3045783,node/3255740094,relation/6472890,Colegio La Hispanidad,0
12.1343914,-86.2891343,node/3255740093,,Tornos Fénix,0
12.1263945,-86.2919611,node/3255740092,,Semáforos Julio Martínez,0
12.1362178,-86.2861597,node/3255740091,,SINSA Bolonia,0
12.0981029,-86.299426,node/3255740090,relation/6473293,Pulpería Telma,0
12.1033657,-86.2968735,node/3707325060,relation/6473233,Pulpería El Bulky,0
12.1512267,-86.2972038,node/3449592859,relation/6472257,Avenida de las Milicias,0
12.1379559,-86.2901703,node/3449592858,relation/6473311,La Racachaca,0
12.1082097,-86.2506466997,relation/6473028,,Movistar,1
12.1532169,-86.18543585,relation/6473026,,Modesto Armijo,1
12.1393532,-86.2935141,node/3449592857,relation/6472211,Agroalfa,0
12.14029395,-86.29963895,relation/6473530,,UCEM,1
12.14694235,-86.1621267,relation/6473533,,UNA / Agraria,1
12.1260784,-86.2750375,node/3705552211,relation/6473051,ENEL Este,0
12.10685195,-86.2722107003,relation/6473534,,UNAN Oeste,1
12.1036558,-86.26946075,relation/6473537,,UNAN Sur,1
12.08205545,-86.2302529,relation/6473539,,UNICA Sur,1
12.1534099,-86.22422705,relation/6472551,,Disagro,1
12.1574192,-86.35242675,relation/6472554,,Dispensario Villa Soberana,1
12.15141145,-86.2369787,relation/6472555,,Distribuidora La Universal,1
12.1514674,-86.2359807,node/2436184776,,Best Brand Pacas,0
12.1047207,-86.2256711,node/3216611238,relation/6472648,Enrique de Ossó,0
12.1183805,-86.2392914,node/3216642427,relation/6473407,Sport Gym La Fuente,0
12.1166175,-86.2358434,node/2490583559,relation/6472205,Avenida Pochote,0
12.1015298503,-86.2445917489,relation/6473153,,Plaza Familiar,1
12.13497035,-86.28229315,relation/6473152,,Plaza España Norte,1
12.145435,-86.27380615,relation/6473155,,Plaza Inter,1
12.14019345,-86.2333113,relation/6472319,,Boulevard Bello Horizonte,1
12.11321075,-86.28673595,relation/6472316,,Bosques de Nejapa,1
12.1407099,-86.282787,node/3696093637,relation/6472352,Canal 2,0
12.1392621,-86.2582148,node/7465100723,,Colegio Público España,0
12.1488312,-86.208537,node/2323512951,relation/6472767,Gasolinera Barrio Waspán,0
12.144232,-86.2615905,node/3216618772,relation/4245520,Gancho de Camino,0
12.14228185,-86.3480951,relation/6472337,,Calle 10,1
12.1262823005,-86.2721436511,relation/6473527,,UCA,1
12.16132795,-86.2936896,relation/6472799,,Huellas de Acahualinca,1
12.1391520502,-86.2056210001,relation/6472797,,Materiales de construcción Howard,1
12.1781757,-86.3581633,node/3876874074,relation/6473612,Zona 11 Norte,0
12.1783214,-86.3583468,node/3876874076,relation/6473612,Zona 11 Norte,0
12.1806916,-86.3560829,node/3876874077,relation/6472419,Ciudad Sandino Entrada Norte,0
12.1716821,-86.3581013,node/3876874070,relation/6473610,[Parada sin nombre],0
